gym,timestamp,attendeeCount,consumption
string,datetime,int,float
S,T,,
Hornsby,2010-09-01 00:00:00.000000,0,20.73
Hornsby,2010-09-01 05:00:00.000000,199,195.25
Hornsby,2010-09-01 10:00:00.000000,120,196.61
Hornsby,2010-09-01 15:00:00.000000,324,214.84
Hornsby,2010-09-01 20:00:00.000000,5,132.82
Hornsby,2010-09-02 01:00:00.000000,20,41.3
Hornsby,2010-09-02 06:00:00.000000,207,211.29
Hornsby,2010-09-02 11:00:00.000000,125,193.93
Hornsby,2010-09-02 16:00:00.000000,259,209.11
Hornsby,2010-09-02 21:00:00.000000,0,84.74
Hornsby,2010-09-03 02:00:00.000000,49,78.39
Hornsby,2010-09-03 07:00:00.000000,155,205.64
Hornsby,2010-09-03 12:00:00.000000,150,196.06
Hornsby,2010-09-03 17:00:00.000000,110,175.86
Hornsby,2010-09-03 22:00:00.000000,0,20.95
Hornsby,2010-09-04 03:00:00.000000,66,63.96
Hornsby,2010-09-04 08:00:00.000000,257,225.6
Hornsby,2010-09-04 13:00:00.000000,174,199.7
Hornsby,2010-09-04 18:00:00.000000,0,57.54
Hornsby,2010-09-04 23:00:00.000000,0,41.77
Hornsby,2010-09-05 04:00:00.000000,17,22.01
Hornsby,2010-09-05 09:00:00.000000,157,222.74
Hornsby,2010-09-05 14:00:00.000000,114,193.37
Hornsby,2010-09-05 19:00:00.000000,0,88.84
Hornsby,2010-09-06 00:00:00.000000,0,28.0
Hornsby,2010-09-06 05:00:00.000000,199,208.82
Hornsby,2010-09-06 10:00:00.000000,155,216.47
Hornsby,2010-09-06 15:00:00.000000,430,227.45
Hornsby,2010-09-06 20:00:00.000000,21,167.84
Hornsby,2010-09-07 01:00:00.000000,34,76.85
Hornsby,2010-09-07 06:00:00.000000,200,224.71
Hornsby,2010-09-07 11:00:00.000000,106,201.59
Hornsby,2010-09-07 16:00:00.000000,336,224.47
Hornsby,2010-09-07 21:00:00.000000,0,102.81
Hornsby,2010-09-08 02:00:00.000000,80,85.38
Hornsby,2010-09-08 07:00:00.000000,220,213.21
Hornsby,2010-09-08 12:00:00.000000,128,199.9
Hornsby,2010-09-08 17:00:00.000000,272,221.36
Hornsby,2010-09-08 22:00:00.000000,0,77.26
Hornsby,2010-09-09 03:00:00.000000,89,127.03
Hornsby,2010-09-09 08:00:00.000000,174,204.98
Hornsby,2010-09-09 13:00:00.000000,231,221.74
Hornsby,2010-09-09 18:00:00.000000,91,190.57
Hornsby,2010-09-09 23:00:00.000000,0,27.76
Hornsby,2010-09-10 04:00:00.000000,93,155.7
Hornsby,2010-09-10 09:00:00.000000,153,208.2
Hornsby,2010-09-10 14:00:00.000000,224,206.62
Hornsby,2010-09-10 19:00:00.000000,10,102.75
Hornsby,2010-09-11 00:00:00.000000,0,20.67
Hornsby,2010-09-11 05:00:00.000000,226,151.81
Hornsby,2010-09-11 10:00:00.000000,164,214.41
Hornsby,2010-09-11 15:00:00.000000,96,142.93
Hornsby,2010-09-11 20:00:00.000000,0,41.3
Hornsby,2010-09-12 01:00:00.000000,0,20.63
Hornsby,2010-09-12 06:00:00.000000,133,108.7
Hornsby,2010-09-12 11:00:00.000000,116,201.3
Hornsby,2010-09-12 16:00:00.000000,54,141.72
Hornsby,2010-09-12 21:00:00.000000,0,80.64
Hornsby,2010-09-13 02:00:00.000000,62,88.11
Hornsby,2010-09-13 07:00:00.000000,193,216.8
Hornsby,2010-09-13 12:00:00.000000,199,195.43
Hornsby,2010-09-13 17:00:00.000000,317,221.06
Hornsby,2010-09-13 22:00:00.000000,0,139.52
Hornsby,2010-09-14 03:00:00.000000,88,128.36
Hornsby,2010-09-14 08:00:00.000000,167,210.36
Hornsby,2010-09-14 13:00:00.000000,211,202.69
Hornsby,2010-09-14 18:00:00.000000,184,197.31
Hornsby,2010-09-14 23:00:00.000000,0,45.58
Hornsby,2010-09-15 04:00:00.000000,129,150.5
Hornsby,2010-09-15 09:00:00.000000,218,208.45
Hornsby,2010-09-15 14:00:00.000000,297,201.44
Hornsby,2010-09-15 19:00:00.000000,64,183.21
Hornsby,2010-09-16 00:00:00.000000,0,20.73
Hornsby,2010-09-16 05:00:00.000000,179,192.84
Hornsby,2010-09-16 10:00:00.000000,122,201.4
Hornsby,2010-09-16 15:00:00.000000,306,207.23
Hornsby,2010-09-16 20:00:00.000000,3,102.63
Hornsby,2010-09-17 01:00:00.000000,22,38.61
Hornsby,2010-09-17 06:00:00.000000,184,207.96
Hornsby,2010-09-17 11:00:00.000000,104,192.94
Hornsby,2010-09-17 16:00:00.000000,138,191.22
Hornsby,2010-09-17 21:00:00.000000,0,38.63
Hornsby,2010-09-18 02:00:00.000000,5,22.46
Hornsby,2010-09-18 07:00:00.000000,273,221.95
Hornsby,2010-09-18 12:00:00.000000,137,193.37
Hornsby,2010-09-18 17:00:00.000000,12,96.26
Hornsby,2010-09-18 22:00:00.000000,0,20.84
Hornsby,2010-09-19 03:00:00.000000,0,20.69
Hornsby,2010-09-19 08:00:00.000000,178,183.83
Hornsby,2010-09-19 13:00:00.000000,136,201.95
Hornsby,2010-09-19 18:00:00.000000,0,126.35
Hornsby,2010-09-19 23:00:00.000000,0,27.57
Hornsby,2010-09-20 04:00:00.000000,124,159.27
Hornsby,2010-09-20 09:00:00.000000,190,206.29
Hornsby,2010-09-20 14:00:00.000000,361,211.93
Hornsby,2010-09-20 19:00:00.000000,65,178.53
Hornsby,2010-09-21 00:00:00.000000,0,73.32
Hornsby,2010-09-21 05:00:00.000000,166,194.75
